"sport","sport_id","disipline","disipline_id","event","event_id","event_updated_date","medals__medal","medals__medal_id","medals__team_id","medals__team","medals__team_short","medals__player_id","medals__player","medals__awarded_date","event_type"
"Aquatics",16,"Swimming",43,"Men's 100 metre backstroke",446,08/08/16,"Gold",1,20,"United States","USA","null","Ryan Murphy",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre backstroke",446,08/08/16,"Silver",2,63,"China","CHN","null","Xu Jiayu",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre backstroke",446,08/08/16,"Bronze",3,20,"United States","USA","null","David Plummer",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre backstroke",474,08/08/16,"Gold",1,119,"Hungary","HUN","null","Katinka Hosszú",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre backstroke",474,08/08/16,"Silver",2,20,"United States","USA","null","Kathleen Baker",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre backstroke",474,08/08/16,"Bronze",3,63,"China","CHN","null","Fu Yuanhui",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre backstroke",474,08/08/16,"Bronze",3,12,"Canada","CAN","null","Kylie Masse",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre freestyle",443,08/08/16,"Gold",1,63,"China","CHN","null","Sun Yang",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre freestyle",443,08/08/16,"Silver",2,7,"South Africa","RSA","null","Chad le Clos",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre freestyle",443,08/08/16,"Bronze",3,20,"United States","USA","null","Conor Dwyer",08/08/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Featherweight-62 kg",775,08/08/16,"Gold",1,66,"Colombia","COL","null","Óscar Figueroa",08/08/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Featherweight-62 kg",775,08/08/16,"Silver",2,121,"Indonesia","INA","null","Eko Yuli Irawan",08/08/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Featherweight-62 kg",775,08/08/16,"Bronze",3,130,"Kazakhstan","KAZ","null","Farkhad Kharki",08/08/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Sabre",197,08/08/16,"Gold",1,278,"Russia","RUS","null","Yana Egorian",08/08/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Sabre",197,08/08/16,"Silver",2,278,"Russia","RUS","null","Sofiya Velikaya",08/08/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Sabre",197,08/08/16,"Bronze",3,241,"Ukraine","UKR","null","Olga Kharlan",08/08/16,"Individual"
"Judo",33,"Judo",26,"Men's Lightweight-73 kg",756,08/08/16,"Gold",1,128,"Japan","JPN","null","Shohei Ono",08/08/16,"Individual"
"Judo",33,"Judo",26,"Men's Lightweight-73 kg",756,08/08/16,"Silver",2,35,"Azerbaijan","AZE","null","Rustam Orujov",08/08/16,"Individual"
"Judo",33,"Judo",26,"Men's Lightweight-73 kg",756,08/08/16,"Bronze",3,40,"Belgium","BEL","null","Dirk Van Tichelt",08/08/16,"Individual"
"Judo",33,"Judo",26,"Men's Lightweight-73 kg",756,08/08/16,"Bronze",3,101,"Georgia","GEO","null","Lasha Shavdatuashvili",08/08/16,"Individual"
"Judo",33,"Judo",26,"Women's Lightweight-57 kg",769,08/08/16,"Gold",1,48,"Brazil","BRA","null","Rafaela Silva",08/08/16,"Individual"
"Judo",33,"Judo",26,"Women's Lightweight-57 kg",769,08/08/16,"Silver",2,163,"Mongolia","MGL","null","Dorjsürengiin Sumiya",08/08/16,"Individual"
"Judo",33,"Judo",26,"Women's Lightweight-57 kg",769,08/08/16,"Bronze",3,128,"Japan","JPN","null","Kaori Matsumoto",08/08/16,"Individual"
"Judo",33,"Judo",26,"Women's Lightweight-57 kg",769,08/08/16,"Bronze",3,190,"Portugal","POR","null","Telma Monteiro",08/08/16,"Individual"
"Gymnastics",29,"Artistic",2,"Men's team all-around",29,08/08/16,"Gold",1,128,"Japan","JPN","null","null",08/08/16,"Team"
"Gymnastics",29,"Artistic",2,"Men's team all-around",29,08/08/16,"Silver",2,278,"Russia","RUS","null","null",08/08/16,"Team"
"Gymnastics",29,"Artistic",2,"Men's team all-around",29,08/08/16,"Bronze",3,63,"China","CHN","null","null",08/08/16,"Team"
"Aquatics",16,"Diving",13,"Men's synchronized 10 metre platform",170,08/08/16,"Gold",1,63,"China","CHN","null","A. Chen/Y. Lin",08/08/16,"Team"
"Aquatics",16,"Diving",13,"Men's synchronized 10 metre platform",170,08/08/16,"Silver",2,20,"United States","USA","null","S. Johnson/D. Boudia",08/08/16,"Team"
"Aquatics",16,"Diving",13,"Men's synchronized 10 metre platform",170,08/08/16,"Bronze",3,274,"Great Britain","GBR","null","T. Daley/D. Goodfellow",08/08/16,"Team"
"Shooting",42,"Shooting",39,"Men's trap",363,08/08/16,"Gold",1,72,"Croatia","CRO","null","Josip Glasnovic",08/08/16,"Individual"
"Shooting",42,"Shooting",39,"Men's trap",363,08/08/16,"Silver",2,125,"Italy","ITA","null","Giovanni Pellielo",08/08/16,"Individual"
"Shooting",42,"Shooting",39,"Men's trap",363,08/08/16,"Bronze",3,274,"Great Britain","GBR","null","Edward Ling",08/08/16,"Individual"
"Archery",17,"Archery",1,"Men's team",2,08/06/16,"Gold",1,281,"Republic of Korea","KOR","null","null",08/06/16,"Team"
"Archery",17,"Archery",1,"Men's team",2,08/06/16,"Silver",2,20,"United States","USA","null","null",08/06/16,"Team"
"Archery",17,"Archery",1,"Men's team",2,08/06/16,"Bronze",3,1,"Australia","AUS","null","null",08/06/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 100 metre freestyle relay",482,08/06/16,"Gold",1,1,"Australia","AUS","null","null",08/06/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 100 metre freestyle relay",482,08/06/16,"Silver",2,20,"United States","USA","null","null",08/06/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 100 metre freestyle relay",482,08/06/16,"Bronze",3,12,"Canada","CAN","null","null",08/06/16,"Team"
"Aquatics",16,"Diving",13,"Women's synchronized 3 metre springboard",173,08/07/16,"Gold",1,63,"China","CHN","null","Shi Tingmao/Wu Minxia",08/07/16,"Team"
"Aquatics",16,"Diving",13,"Women's synchronized 3 metre springboard",173,08/07/16,"Silver",2,125,"Italy","ITA","null","Tania Cagnotto/Francesca Dallapé",08/07/16,"Team"
"Aquatics",16,"Diving",13,"Women's synchronized 3 metre springboard",173,08/07/16,"Bronze",3,1,"Australia","AUS","null","Maddison Keeney/Anabelle Smith",08/07/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 400 metre freestyle",472,08/07/16,"Gold",1,20,"United States","USA","null","Kathleen Ledecky",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 400 metre freestyle",472,08/07/16,"Silver",2,274,"Great Britain","GBR","null","Jazz Carlin",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 400 metre freestyle",472,08/07/16,"Bronze",3,20,"United States","USA","null","Leah Smith",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre breaststroke",448,08/07/16,"Gold",1,274,"Great Britain","GBR","null","Adam Peaty",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre breaststroke",448,08/07/16,"Silver",2,7,"South Africa","RSA","null","Cameron van der Burgh",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre breaststroke",448,08/07/16,"Bronze",3,20,"United States","USA","null","Cody Miller",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre butterfly",478,08/07/16,"Gold",1,224,"Sweden","SWE","null","Sarah Sjöström",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre butterfly",478,08/07/16,"Silver",2,12,"Canada","CAN","null","Penny Oleksiak",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre butterfly",478,08/07/16,"Bronze",3,20,"United States","USA","null","Dana Vollmer",08/07/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Foil",182,08/07/16,"Gold",1,125,"Italy","ITA","null","Daniele Garozzo",08/07/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Foil",182,08/07/16,"Silver",2,20,"United States","USA","null","Alexander Massialas",08/07/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Foil",182,08/07/16,"Bronze",3,278,"Russia","RUS","null","Timur Safin",08/07/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Lightweight-66 kg",745,08/07/16,"Gold",1,125,"Italy","ITA","null","Fabio Basile",08/07/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Lightweight-66 kg",745,08/07/16,"Silver",2,281,"Republic of Korea","KOR","null","An Baul",08/07/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Lightweight-66 kg",745,08/07/16,"Bronze",3,128,"Japan","JPN","null","Masashi Ebinuma",08/07/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Lightweight-66 kg",745,08/07/16,"Bronze",3,246,"Uzbekistan","UZB","null","Rishod Sobirov",08/07/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Lightweight-52 kg",763,08/07/16,"Gold",1,294,"Kosovo","KOS","null","Majlinda Kelmendi",08/07/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Lightweight-52 kg",763,08/07/16,"Silver",2,125,"Italy","ITA","null","Odette Giuffrida",08/07/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Lightweight-52 kg",763,08/07/16,"Bronze",3,128,"Japan","JPN","null","Misato Nakamura",08/07/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Lightweight-52 kg",763,08/07/16,"Bronze",3,278,"Russia","RUS","null","Natalia Kuziutina",08/07/16,"Individual"
"Cycling",25,"Road",34,"Women's individual road ",272,08/07/16,"Gold",1,15,"Netherlands","NED","null","Anna van der Breggen",08/07/16,"Individual"
"Cycling",25,"Road",34,"Women's individual road ",272,08/07/16,"Silver",2,224,"Sweden","SWE","null","Emma Johansson",08/07/16,"Individual"
"Cycling",25,"Road",34,"Women's individual road ",272,08/07/16,"Bronze",3,125,"Italy","ITA","null","Elisa Longo Borghini",08/07/16,"Individual"
"Shooting",42,"Shooting",39,"Women's trap",410,08/07/16,"Gold",1,1,"Australia","AUS","null","Catherine Skinner",08/07/16,"Individual"
"Shooting",42,"Shooting",39,"Women's trap",410,08/07/16,"Silver",2,5,"New Zealand","NZL","null","Natalie Rooney",08/07/16,"Individual"
"Shooting",42,"Shooting",39,"Women's trap",410,08/07/16,"Bronze",3,20,"United States","USA","null","Corey Cogdell",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 400 metre individual medley",481,08/06/16,"Gold",1,119,"Hungary","HUN","null","Katinka Hosszú",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 400 metre individual medley",481,08/06/16,"Silver",2,20,"United States","USA","null","Madeline Dirado",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 400 metre individual medley",481,08/06/16,"Bronze",3,216,"Spain","ESP","null","Mireia Belmonte",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 10 m air pistol",408,08/07/16,"Gold",1,63,"China","CHN","null","Zhang Mengxue",08/07/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 10 m air pistol",408,08/07/16,"Silver",2,278,"Russia","RUS","null","Vitalina Batsarashkina",08/07/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 10 m air pistol",408,08/07/16,"Bronze",3,105,"Greece","GRE","null","Anna Korakaki",08/07/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 400 metre freestyle",444,08/06/16,"Gold",1,1,"Australia","AUS","null","Mack Horton",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 400 metre freestyle",444,08/06/16,"Silver",2,63,"China","CHN","null","Yang Sun",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 400 metre freestyle",444,08/06/16,"Bronze",3,125,"Italy","ITA","null","Gabriele Detti",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 400 metre individual medley",453,08/06/16,"Gold",1,128,"Japan","JPN","null","Kosuke Hagino",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 400 metre individual medley",453,08/06/16,"Silver",2,20,"United States","USA","null","Chase Kalisz",08/06/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 400 metre individual medley",453,08/06/16,"Bronze",3,128,"Japan","JPN","null","Daiya Seto",08/06/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 48 kg",575,08/06/16,"Gold",1,230,"Thailand","THA","null","Sopita Tanasan",08/06/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 48 kg",575,08/06/16,"Silver",2,121,"Indonesia","INA","null","Sri Wahyuni Agustiani",08/06/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 48 kg",575,08/06/16,"Bronze",3,128,"Japan","JPN","null","Hiromi Miyake",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 10 m air rifle",406,08/06/16,"Gold",1,20,"United States","USA","null","Virginia Thrasher",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 10 m air rifle",406,08/06/16,"Silver",2,63,"China","CHN","null","Li Du",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 10 m air rifle",406,08/06/16,"Bronze",3,63,"China","CHN","null","Yi Siling",08/06/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Épée",195,08/06/16,"Gold",1,119,"Hungary","HUN","null","Emese Szasz",08/06/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Épée",195,08/06/16,"Silver",2,125,"Italy","ITA","null","Rossella Fiamingo",08/06/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Épée",195,08/06/16,"Bronze",3,63,"China","CHN","null","Yiwen Sun",08/06/16,"Individual"
"Judo",33,"Judo",26,"Men's Extra Lightweight-60 kg",740,08/06/16,"Gold",1,278,"Russia","RUS","null","Beslan Mudranov",08/06/16,"Individual"
"Judo",33,"Judo",26,"Men's Extra Lightweight-60 kg",740,08/06/16,"Silver",2,130,"Kazakhstan","KAZ","null","Yeldos Smetov",08/06/16,"Individual"
"Judo",33,"Judo",26,"Men's Extra Lightweight-60 kg",740,08/06/16,"Bronze",3,246,"Uzbekistan","UZB","null","Diyorbek Urozboev",08/06/16,"Individual"
"Judo",33,"Judo",26,"Men's Extra Lightweight-60 kg",740,08/06/16,"Bronze",3,128,"Japan","JPN","null","Naohisa Takato",08/06/16,"Individual"
"Judo",33,"Judo",26,"Women's Extra Lightweight-48 kg",760,08/06/16,"Gold",1,22,"Argentina","ARG","null","Paula Pareto",08/06/16,"Individual"
"Judo",33,"Judo",26,"Women's Extra Lightweight-48 kg",760,08/06/16,"Silver",2,281,"Republic of Korea","KOR","null","BoKyeong Jeong",08/06/16,"Individual"
"Judo",33,"Judo",26,"Women's Extra Lightweight-48 kg",760,08/06/16,"Bronze",3,130,"Kazakhstan","KAZ","null","Otgontsetseg Galbadrakh",08/06/16,"Individual"
"Judo",33,"Judo",26,"Women's Extra Lightweight-48 kg",760,08/06/16,"Bronze",3,128,"Japan","JPN","null","Ami Kondo",08/06/16,"Individual"
"Cycling",25,"Road",34,"Men's individual road race",271,08/06/16,"Gold",1,40,"Belgium","BEL","null","Greg Van Avermaet",08/06/16,"Individual"
"Cycling",25,"Road",34,"Men's individual road race",271,08/06/16,"Silver",2,76,"Denmark","DEN","null","Jakob Fuglsang",08/06/16,"Individual"
"Cycling",25,"Road",34,"Men's individual road race",271,08/06/16,"Bronze",3,189,"Poland","POL","null","Rafal Majka",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 10 m air pistol",360,08/06/16,"Gold",1,285,"Vietnam","VIE","null","Xuan Vinh Hoang",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 10 m air pistol",360,08/06/16,"Silver",2,48,"Brazil","BRA","null","Felipe Almeida Wu",08/06/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 10 m air pistol",360,08/06/16,"Bronze",3,63,"China","CHN","null","Wei Pang",08/06/16,"Individual"
